timestamp,end,s,i,open,close,high,low,volume,n
2020-10-12,2020-10-12 23:59:59.999,ETH,1d,374.39,386.73,395.43,365.5,0.0,0
2020-10-13,2020-10-13 23:59:59.999,ETH,1d,386.72,381.12,388.15,374.25,0.0,0
2020-10-14,2020-10-14 23:59:59.999,ETH,1d,381.11,378.75,387.72,373.12,0.0,0
2020-10-15,2020-10-15 23:59:59.999,ETH,1d,378.75,377.63,382.6,369.5,0.0,0
2020-10-16,2020-10-16 23:59:59.999,ETH,1d,377.63,365.41,379.92,360.53,0.0,0
2020-10-17,2020-10-17 23:59:59.999,ETH,1d,365.42,368.26,370.91,363.19,0.0,0
2020-10-18,2020-10-18 23:59:59.999,ETH,1d,368.26,378.29,378.8,367.16,0.0,0
2020-10-19,2020-10-19 23:59:59.999,ETH,1d,378.28,379.47,384.53,372.72,0.0,0
2020-10-20,2020-10-20 23:59:59.999,ETH,1d,379.47,368.74,381.19,364.9,0.0,0
2020-10-21,2020-10-21 23:59:59.999,ETH,1d,368.74,390.96,402.8,367.9,0.0,0
2020-10-22,2020-10-22 23:59:59.999,ETH,1d,390.95,414.39,421.9,390.57,0.0,0
2020-10-23,2020-10-23 23:59:59.999,ETH,1d,414.38,409.4,419.99,401.82,0.0,0
2020-10-24,2020-10-24 23:59:59.999,ETH,1d,409.41,412.34,417.16,407.33,0.0,0
2020-10-25,2020-10-25 23:59:59.999,ETH,1d,412.34,406.14,417.89,402.6,0.0,0
2020-10-26,2020-10-26 23:59:59.999,ETH,1d,406.14,392.43,411.18,382.18,0.0,0
2020-10-27,2020-10-27 23:59:59.999,ETH,1d,392.43,403.6,410.58,390.0,0.0,0
2020-10-28,2020-10-28 23:59:59.999,ETH,1d,403.59,388.17,409.65,379.28,0.0,0
2020-10-29,2020-10-29 23:59:59.999,ETH,1d,388.17,386.94,394.27,380.5,0.0,0
2020-10-30,2020-10-30 23:59:59.999,ETH,1d,386.94,382.4,392.1,373.03,0.0,0
2020-10-31,2020-10-31 23:59:59.999,ETH,1d,382.49,386.29,394.14,380.14,0.0,0
2020-11-01,2020-11-01 23:59:59.999,ETH,1d,386.28,396.82,398.0,384.32,0.0,0
2020-11-02,2020-11-02 23:59:59.999,ETH,1d,396.9,383.16,405.0,377.71,0.0,0
2020-11-03,2020-11-03 23:59:59.999,ETH,1d,383.16,388.11,390.28,370.0,0.0,0
2020-11-04,2020-11-04 23:59:59.999,ETH,1d,388.11,402.92,408.99,375.71,0.0,0
2020-11-05,2020-11-05 23:59:59.999,ETH,1d,402.95,417.14,423.79,395.89,0.0,0
2020-11-06,2020-11-06 23:59:59.999,ETH,1d,417.13,456.38,459.0,414.81,0.0,0
2020-11-07,2020-11-07 23:59:59.999,ETH,1d,456.38,435.58,469.74,423.7,0.0,0
2020-11-08,2020-11-08 23:59:59.999,ETH,1d,435.64,454.75,461.1,432.33,0.0,0
2020-11-09,2020-11-09 23:59:59.999,ETH,1d,454.74,444.72,459.9,433.76,0.0,0
2020-11-10,2020-11-10 23:59:59.999,ETH,1d,444.73,450.67,455.82,439.07,0.0,0
2020-11-11,2020-11-11 23:59:59.999,ETH,1d,450.67,463.35,476.89,449.69,0.0,0
2020-11-12,2020-11-12 23:59:59.999,ETH,1d,463.34,462.68,470.83,451.09,0.0,0
2020-11-13,2020-11-13 23:59:59.999,ETH,1d,462.69,476.8,479.0,457.25,0.0,0
2020-11-14,2020-11-14 23:59:59.999,ETH,1d,476.8,461.0,478.1,451.97,0.0,0
2020-11-15,2020-11-15 23:59:59.999,ETH,1d,461.02,448.16,462.96,440.1,0.0,0
2020-11-16,2020-11-16 23:59:59.999,ETH,1d,448.16,460.72,466.6,445.53,0.0,0
2020-11-17,2020-11-17 23:59:59.999,ETH,1d,460.7,482.49,485.93,460.0,0.0,0
2020-11-18,2020-11-18 23:59:59.999,ETH,1d,482.56,478.61,497.0,455.0,0.0,0
2020-11-19,2020-11-19 23:59:59.999,ETH,1d,478.6,471.38,480.68,465.15,0.0,0
2020-11-20,2020-11-20 23:59:59.999,ETH,1d,471.38,510.37,514.52,471.01,0.0,0
2020-11-21,2020-11-21 23:59:59.999,ETH,1d,510.43,554.1,555.44,502.8,0.0,0
2020-11-22,2020-11-22 23:59:59.999,ETH,1d,554.04,560.42,582.93,511.0,0.0,0
2020-11-23,2020-11-23 23:59:59.999,ETH,1d,560.41,609.12,611.88,550.81,0.0,0
2020-11-24,2020-11-24 23:59:59.999,ETH,1d,609.12,605.72,624.65,586.15,0.0,0
2020-11-25,2020-11-25 23:59:59.999,ETH,1d,605.71,569.79,607.09,555.0,0.0,0
2020-11-26,2020-11-26 23:59:59.999,ETH,1d,569.79,520.25,577.53,480.12,0.0,0
2020-11-27,2020-11-27 23:59:59.999,ETH,1d,520.2,518.92,530.83,493.8,0.0,0
2020-11-28,2020-11-28 23:59:59.999,ETH,1d,518.89,537.46,548.0,507.0,0.0,0
2020-11-29,2020-11-29 23:59:59.999,ETH,1d,537.37,576.38,577.0,530.5,0.0,0
2020-11-30,2020-11-30 23:59:59.999,ETH,1d,576.38,617.42,617.53,570.9,0.0,0
2020-12-01,2020-12-01 23:59:59.999,ETH,1d,617.5,585.98,638.66,558.0,0.0,0
2020-12-02,2020-12-02 23:59:59.999,ETH,1d,585.92,596.96,605.88,574.73,0.0,0
2020-12-03,2020-12-03 23:59:59.999,ETH,1d,596.96,616.2,624.7,585.95,0.0,0
2020-12-04,2020-12-04 23:59:59.999,ETH,1d,616.21,567.68,620.99,564.91,0.0,0
2020-12-05,2020-12-05 23:59:59.999,ETH,1d,567.69,596.97,598.2,561.06,0.0,0
2020-12-06,2020-12-06 23:59:59.999,ETH,1d,596.98,601.86,607.93,583.2,0.0,0
2020-12-07,2020-12-07 23:59:59.999,ETH,1d,601.86,591.84,603.63,584.67,0.0,0
2020-12-08,2020-12-08 23:59:59.999,ETH,1d,591.84,555.17,595.75,548.0,0.0,0
2020-12-09,2020-12-09 23:59:59.999,ETH,1d,555.08,573.27,578.62,531.0,0.0,0
2020-12-10,2020-12-10 23:59:59.999,ETH,1d,573.28,559.71,575.67,548.52,0.0,0
2020-12-11,2020-12-11 23:59:59.999,ETH,1d,559.69,544.74,561.37,533.11,0.0,0
2020-12-12,2020-12-12 23:59:59.999,ETH,1d,544.8,568.34,574.0,543.34,0.0,0
2020-12-13,2020-12-13 23:59:59.999,ETH,1d,568.3,590.91,595.47,563.11,0.0,0
2020-12-14,2020-12-14 23:59:59.999,ETH,1d,590.92,586.33,591.63,575.57,0.0,0
2020-12-15,2020-12-15 23:59:59.999,ETH,1d,586.32,588.8,598.0,579.0,0.0,0
2020-12-16,2020-12-16 23:59:59.999,ETH,1d,588.8,637.8,640.47,581.04,0.0,0
2020-12-17,2020-12-17 23:59:59.999,ETH,1d,637.79,643.12,678.2,625.0,0.0,0
2020-12-18,2020-12-18 23:59:59.999,ETH,1d,643.09,654.51,665.85,630.1,0.0,0
2020-12-19,2020-12-19 23:59:59.999,ETH,1d,654.44,658.81,671.95,646.0,0.0,0
2020-12-20,2020-12-20 23:59:59.999,ETH,1d,658.82,638.27,662.99,620.93,0.0,0
2020-12-21,2020-12-21 23:59:59.999,ETH,1d,638.25,608.18,648.88,595.54,0.0,0
2020-12-22,2020-12-22 23:59:59.999,ETH,1d,608.24,637.2,638.7,588.41,0.0,0
2020-12-23,2020-12-23 23:59:59.999,ETH,1d,637.2,585.34,639.54,546.81,0.0,0
2020-12-24,2020-12-24 23:59:59.999,ETH,1d,585.49,612.31,615.42,565.2,0.0,0
2020-12-25,2020-12-25 23:59:59.999,ETH,1d,612.31,627.18,634.96,604.5,0.0,0
2020-12-26,2020-12-26 23:59:59.999,ETH,1d,627.17,637.9,654.32,615.1,0.0,0
2020-12-27,2020-12-27 23:59:59.999,ETH,1d,637.89,685.97,718.75,625.0,0.0,0
2020-12-28,2020-12-28 23:59:59.999,ETH,1d,685.97,731.07,749.5,681.91,0.0,0
2020-12-29,2020-12-29 23:59:59.999,ETH,1d,731.06,733.45,742.0,690.1,0.0,0
2020-12-30,2020-12-30 23:59:59.999,ETH,1d,733.45,753.04,760.76,717.52,0.0,0
2020-12-31,2020-12-31 23:59:59.999,ETH,1d,753.05,737.19,757.0,721.75,0.0,0
2021-01-01,2021-01-01 23:59:59.999,ETH,1d,737.18,729.77,750.4,714.55,0.0,0
2021-01-02,2021-01-02 23:59:59.999,ETH,1d,729.7,775.02,788.71,715.6,0.0,0
2021-01-03,2021-01-03 23:59:59.999,ETH,1d,775.04,980.24,1022.51,769.19,0.0,0
2021-01-04,2021-01-04 23:59:59.999,ETH,1d,980.23,1043.11,1173.94,890.0,0.0,0
2021-01-05,2021-01-05 23:59:59.999,ETH,1d,1043.12,1101.29,1138.92,974.23,0.0,0
2021-01-06,2021-01-06 23:59:59.999,ETH,1d,1101.29,1212.64,1218.0,1057.3,0.0,0
2021-01-07,2021-01-07 23:59:59.999,ETH,1d,1212.98,1227.12,1297.15,1150.0,0.0,0
2021-01-08,2021-01-08 23:59:59.999,ETH,1d,1227.5,1218.39,1279.06,1064.6,0.0,0
2021-01-09,2021-01-09 23:59:59.999,ETH,1d,1218.55,1279.96,1314.0,1173.0,0.0,0
2021-01-10,2021-01-10 23:59:59.999,ETH,1d,1279.96,1257.96,1354.66,1168.49,0.0,0
2021-01-11,2021-01-11 23:59:59.999,ETH,1d,1257.95,1086.94,1264.5,915.2,0.0,0
2021-01-12,2021-01-12 23:59:59.999,ETH,1d,1086.84,1050.82,1153.13,1007.0,0.0,0
2021-01-13,2021-01-13 23:59:59.999,ETH,1d,1050.67,1130.4,1138.63,987.21,0.0,0
2021-01-14,2021-01-14 23:59:59.999,ETH,1d,1130.4,1234.86,1249.32,1087.68,0.0,0
2021-01-15,2021-01-15 23:59:59.999,ETH,1d,1234.5,1168.79,1260.0,1070.0,0.0,0
2021-01-16,2021-01-16 23:59:59.999,ETH,1d,1168.65,1230.19,1296.79,1152.13,0.0,0
2021-01-17,2021-01-17 23:59:59.999,ETH,1d,1230.32,1233.71,1272.28,1165.0,0.0,0
2021-01-18,2021-01-18 23:59:59.999,ETH,1d,1233.61,1262.99,1265.96,1183.2,0.0,0
2021-01-19,2021-01-19 23:59:59.999,ETH,1d,1263.0,1367.51,1444.05,1255.51,0.0,0
2021-01-20,2021-01-20 23:59:59.999,ETH,1d,1367.38,1379.24,1411.38,1236.35,0.0,0
2021-01-21,2021-01-21 23:59:59.999,ETH,1d,1379.23,1111.23,1391.0,1083.4,0.0,0
2021-01-22,2021-01-22 23:59:59.999,ETH,1d,1111.82,1234.55,1274.52,1041.13,0.0,0
2021-01-23,2021-01-23 23:59:59.999,ETH,1d,1234.54,1235.66,1274.0,1197.0,0.0,0
2021-01-24,2021-01-24 23:59:59.999,ETH,1d,1235.65,1394.24,1401.88,1221.51,0.0,0
2021-01-25,2021-01-25 23:59:59.999,ETH,1d,1394.23,1318.61,1481.46,1293.0,0.0,0
2021-01-26,2021-01-26 23:59:59.999,ETH,1d,1318.53,1368.4,1379.5,1244.87,0.0,0
2021-01-27,2021-01-27 23:59:59.999,ETH,1d,1368.48,1238.55,1377.9,1206.0,0.0,0
2021-01-28,2021-01-28 23:59:59.999,ETH,1d,1238.55,1329.86,1362.94,1217.28,0.0,0
2021-01-29,2021-01-29 23:59:59.999,ETH,1d,1330.28,1381.99,1443.0,1285.46,0.0,0
2021-01-30,2021-01-30 23:59:59.999,ETH,1d,1382.14,1380.48,1409.35,1328.0,0.0,0
2021-01-31,2021-01-31 23:59:59.999,ETH,1d,1380.42,1313.12,1383.7,1281.96,0.0,0
2021-02-01,2021-02-01 23:59:59.999,ETH,1d,1313.09,1376.48,1379.73,1270.0,0.0,0
2021-02-02,2021-02-02 23:59:59.999,ETH,1d,1376.74,1516.26,1551.5,1363.0,0.0,0
2021-02-03,2021-02-03 23:59:59.999,ETH,1d,1516.2,1666.0,1672.76,1510.76,0.0,0
2021-02-04,2021-02-04 23:59:59.999,ETH,1d,1666.1,1596.0,1703.37,1557.0,0.0,0
2021-02-05,2021-02-05 23:59:59.999,ETH,1d,1595.93,1721.16,1767.19,1592.46,0.0,0
2021-02-06,2021-02-06 23:59:59.999,ETH,1d,1721.03,1679.34,1748.11,1647.09,0.0,0
2021-02-07,2021-02-07 23:59:59.999,ETH,1d,1679.38,1611.99,1695.5,1490.48,0.0,0
2021-02-08,2021-02-08 23:59:59.999,ETH,1d,1612.0,1755.61,1782.5,1566.22,0.0,0
2021-02-09,2021-02-09 23:59:59.999,ETH,1d,1755.6,1770.79,1830.47,1713.2,0.0,0
2021-02-10,2021-02-10 23:59:59.999,ETH,1d,1770.99,1743.31,1848.0,1680.0,0.0,0
2021-02-11,2021-02-11 23:59:59.999,ETH,1d,1743.3,1789.32,1827.07,1704.21,0.0,0
2021-02-12,2021-02-12 23:59:59.999,ETH,1d,1789.32,1843.08,1872.86,1740.22,0.0,0
2021-02-13,2021-02-13 23:59:59.999,ETH,1d,1843.08,1818.02,1878.88,1764.79,0.0,0
2021-02-14,2021-02-14 23:59:59.999,ETH,1d,1817.86,1803.59,1857.67,1785.23,0.0,0
2021-02-15,2021-02-15 23:59:59.999,ETH,1d,1804.0,1781.34,1839.63,1652.0,0.0,0
2021-02-16,2021-02-16 23:59:59.999,ETH,1d,1781.34,1784.31,1831.58,1726.01,0.0,0
2021-02-17,2021-02-17 23:59:59.999,ETH,1d,1784.31,1849.86,1864.26,1735.66,0.0,0
2021-02-18,2021-02-18 23:59:59.999,ETH,1d,1849.87,1941.26,1955.0,1849.37,0.0,0
2021-02-19,2021-02-19 23:59:59.999,ETH,1d,1941.12,1958.58,1980.0,1894.0,0.0,0
2021-02-20,2021-02-20 23:59:59.999,ETH,1d,1958.59,1914.58,2048.0,1792.0,0.0,0
2021-02-21,2021-02-21 23:59:59.999,ETH,1d,1914.51,1934.75,1981.04,1885.0,0.0,0
2021-02-22,2021-02-22 23:59:59.999,ETH,1d,1934.59,1778.3,1938.5,1552.2,0.0,0
2021-02-23,2021-02-23 23:59:59.999,ETH,1d,1778.22,1579.75,1784.08,1348.17,0.0,0
2021-02-24,2021-02-24 23:59:59.999,ETH,1d,1579.75,1623.98,1714.04,1501.09,0.0,0
2021-02-25,2021-02-25 23:59:59.999,ETH,1d,1623.94,1482.09,1672.49,1458.0,0.0,0
2021-02-26,2021-02-26 23:59:59.999,ETH,1d,1482.13,1445.28,1563.66,1401.01,0.0,0
2021-02-27,2021-02-27 23:59:59.999,ETH,1d,1445.36,1458.65,1530.19,1425.5,0.0,0
2021-02-28,2021-02-28 23:59:59.999,ETH,1d,1458.64,1419.77,1469.44,1292.8,0.0,0
2021-03-01,2021-03-01 23:59:59.999,ETH,1d,1419.96,1571.2,1573.42,1411.1,0.0,0
2021-03-02,2021-03-02 23:59:59.999,ETH,1d,1571.2,1486.28,1604.85,1455.3,0.0,0
2021-03-03,2021-03-03 23:59:59.999,ETH,1d,1486.24,1568.63,1664.0,1475.0,0.0,0
2021-03-04,2021-03-04 23:59:59.999,ETH,1d,1568.63,1540.69,1626.0,1506.99,0.0,0
2021-03-05,2021-03-05 23:59:59.999,ETH,1d,1540.7,1529.88,1551.0,1441.57,0.0,0
2021-03-06,2021-03-06 23:59:59.999,ETH,1d,1529.75,1651.73,1674.02,1515.16,0.0,0
2021-03-07,2021-03-07 23:59:59.999,ETH,1d,1651.9,1727.23,1736.89,1631.59,0.0,0
2021-03-08,2021-03-08 23:59:59.999,ETH,1d,1727.73,1834.3,1844.57,1667.86,0.0,0
2021-03-09,2021-03-09 23:59:59.999,ETH,1d,1834.47,1873.31,1873.86,1801.0,0.0,0
2021-03-10,2021-03-10 23:59:59.999,ETH,1d,1873.37,1796.8,1882.59,1760.0,0.0,0
2021-03-11,2021-03-11 23:59:59.999,ETH,1d,1796.8,1829.0,1850.07,1725.96,0.0,0
2021-03-12,2021-03-12 23:59:59.999,ETH,1d,1828.96,1767.44,1846.59,1719.92,0.0,0
2021-03-13,2021-03-13 23:59:59.999,ETH,1d,1767.32,1924.94,1948.75,1729.33,0.0,0
2021-03-14,2021-03-14 23:59:59.999,ETH,1d,1924.94,1850.54,1935.88,1836.0,0.0,0
2021-03-15,2021-03-15 23:59:59.999,ETH,1d,1850.5,1794.89,1896.3,1729.2,0.0,0
2021-03-16,2021-03-16 23:59:59.999,ETH,1d,1795.09,1807.25,1819.76,1712.0,0.0,0
2021-03-17,2021-03-17 23:59:59.999,ETH,1d,1807.25,1825.77,1841.86,1741.95,0.0,0
2021-03-18,2021-03-18 23:59:59.999,ETH,1d,1825.94,1777.54,1853.0,1758.48,0.0,0
2021-03-19,2021-03-19 23:59:59.999,ETH,1d,1777.55,1811.04,1844.32,1733.09,0.0,0
2021-03-20,2021-03-20 23:59:59.999,ETH,1d,1811.04,1807.35,1873.84,1802.5,0.0,0
2021-03-21,2021-03-21 23:59:59.999,ETH,1d,1807.43,1784.67,1818.61,1745.02,0.0,0
2021-03-22,2021-03-22 23:59:59.999,ETH,1d,1784.78,1681.69,1809.59,1653.67,0.0,0
2021-03-23,2021-03-23 23:59:59.999,ETH,1d,1681.66,1669.33,1722.52,1652.58,0.0,0
2021-03-24,2021-03-24 23:59:59.999,ETH,1d,1669.33,1582.11,1742.43,1540.22,0.0,0
2021-03-25,2021-03-25 23:59:59.999,ETH,1d,1582.01,1587.5,1622.54,1548.56,0.0,0
2021-03-26,2021-03-26 23:59:59.999,ETH,1d,1587.44,1699.13,1701.19,1587.03,0.0,0
2021-03-27,2021-03-27 23:59:59.999,ETH,1d,1699.21,1714.34,1734.88,1668.3,0.0,0
2021-03-28,2021-03-28 23:59:59.999,ETH,1d,1714.14,1688.3,1727.5,1662.54,0.0,0
2021-03-29,2021-03-29 23:59:59.999,ETH,1d,1688.31,1818.44,1845.0,1680.04,0.0,0
2021-03-30,2021-03-30 23:59:59.999,ETH,1d,1818.43,1843.43,1863.79,1788.3,0.0,0
2021-03-31,2021-03-31 23:59:59.999,ETH,1d,1843.43,1923.07,1952.98,1771.85,0.0,0
2021-04-01,2021-04-01 23:59:59.999,ETH,1d,1923.07,1969.74,1989.11,1882.1,0.0,0
2021-04-02,2021-04-02 23:59:59.999,ETH,1d,1969.75,2138.01,2150.0,1949.94,0.0,0
2021-04-03,2021-04-03 23:59:59.999,ETH,1d,2138.01,2012.63,2144.17,2002.0,0.0,0
2021-04-04,2021-04-04 23:59:59.999,ETH,1d,2012.64,2077.73,2093.72,1980.0,0.0,0
2021-04-05,2021-04-05 23:59:59.999,ETH,1d,2077.85,2110.35,2138.61,2002.16,0.0,0
2021-04-06,2021-04-06 23:59:59.999,ETH,1d,2110.39,2114.47,2161.02,2043.89,0.0,0
2021-04-07,2021-04-07 23:59:59.999,ETH,1d,2114.48,1965.4,2133.02,1930.1,0.0,0
2021-04-08,2021-04-08 23:59:59.999,ETH,1d,1965.4,2082.08,2086.67,1950.0,0.0,0
2021-04-09,2021-04-09 23:59:59.999,ETH,1d,2082.02,2068.02,2104.83,2052.0,0.0,0
2021-04-10,2021-04-10 23:59:59.999,ETH,1d,2068.02,2135.96,2211.94,2059.03,0.0,0
2021-04-11,2021-04-11 23:59:59.999,ETH,1d,2135.99,2155.05,2171.07,2115.56,0.0,0
2021-04-12,2021-04-12 23:59:59.999,ETH,1d,2155.07,2139.25,2209.99,2101.96,0.0,0
2021-04-13,2021-04-13 23:59:59.999,ETH,1d,2139.24,2303.15,2324.0,2137.21,0.0,0
2021-04-14,2021-04-14 23:59:59.999,ETH,1d,2303.15,2437.08,2450.0,2286.04,0.0,0
2021-04-15,2021-04-15 23:59:59.999,ETH,1d,2436.74,2519.85,2548.6,2403.14,0.0,0
2021-04-16,2021-04-16 23:59:59.999,ETH,1d,2519.85,2427.29,2553.0,2298.23,0.0,0
2021-04-17,2021-04-17 23:59:59.999,ETH,1d,2427.29,2319.8,2499.26,2314.49,0.0,0
2021-04-18,2021-04-18 23:59:59.999,ETH,1d,2319.93,2235.32,2341.91,1900.0,0.0,0
2021-04-19,2021-04-19 23:59:59.999,ETH,1d,2235.32,2162.75,2278.58,2079.12,0.0,0
2021-04-20,2021-04-20 23:59:59.999,ETH,1d,2162.76,2329.96,2347.0,2052.42,0.0,0
2021-04-21,2021-04-21 23:59:59.999,ETH,1d,2330.07,2358.9,2470.0,2238.96,0.0,0
2021-04-22,2021-04-22 23:59:59.999,ETH,1d,2359.41,2398.94,2645.63,2305.0,0.0,0
2021-04-23,2021-04-23 23:59:59.999,ETH,1d,2399.2,2368.67,2443.66,2110.0,0.0,0
2021-04-24,2021-04-24 23:59:59.999,ETH,1d,2368.66,2215.54,2370.04,2156.58,0.0,0
2021-04-25,2021-04-25 23:59:59.999,ETH,1d,2215.55,2320.71,2357.0,2162.9,0.0,0
2021-04-26,2021-04-26 23:59:59.999,ETH,1d,2320.71,2534.25,2545.5,2303.42,0.0,0
2021-04-27,2021-04-27 23:59:59.999,ETH,1d,2534.17,2668.39,2683.42,2481.43,0.0,0
2021-04-28,2021-04-28 23:59:59.999,ETH,1d,2668.28,2748.33,2762.1,2562.83,0.0,0
2021-04-29,2021-04-29 23:59:59.999,ETH,1d,2748.33,2759.14,2798.0,2668.87,0.0,0
2021-04-30,2021-04-30 23:59:59.999,ETH,1d,2759.15,2773.15,2803.55,2726.88,0.0,0
2021-05-01,2021-05-01 23:59:59.999,ETH,1d,2773.16,2947.01,2958.91,2754.04,0.0,0
2021-05-02,2021-05-02 23:59:59.999,ETH,1d,2947.0,2950.98,2986.97,2856.7,0.0,0
2021-05-03,2021-05-03 23:59:59.999,ETH,1d,2950.91,3433.36,3459.8,2950.7,0.0,0
2021-05-04,2021-05-04 23:59:59.999,ETH,1d,3433.7,3243.67,3529.64,3160.01,0.0,0
2021-05-05,2021-05-05 23:59:59.999,ETH,1d,3243.65,3528.49,3552.74,3211.0,0.0,0
2021-05-06,2021-05-06 23:59:59.999,ETH,1d,3528.74,3493.16,3616.0,3380.25,0.0,0
2021-05-07,2021-05-07 23:59:59.999,ETH,1d,3493.17,3480.98,3592.0,3355.0,0.0,0
2021-05-08,2021-05-08 23:59:59.999,ETH,1d,3480.98,3914.47,3964.83,3451.74,0.0,0
2021-05-09,2021-05-09 23:59:59.999,ETH,1d,3914.95,3928.01,3985.55,3730.0,0.0,0
2021-05-10,2021-05-10 23:59:59.999,ETH,1d,3927.83,3950.33,4214.92,3658.0,0.0,0
2021-05-11,2021-05-11 23:59:59.999,ETH,1d,3950.32,4175.91,4183.52,3778.17,0.0,0
2021-05-12,2021-05-12 23:59:59.999,ETH,1d,4175.85,3828.99,4379.18,3723.43,0.0,0
2021-05-13,2021-05-13 23:59:59.999,ETH,1d,3829.89,3719.45,4036.45,3491.53,0.0,0
2021-05-14,2021-05-14 23:59:59.999,ETH,1d,3719.44,4079.99,4175.0,3692.99,0.0,0
2021-05-15,2021-05-15 23:59:59.999,ETH,1d,4079.98,3648.98,4137.21,3634.44,0.0,0
2021-05-16,2021-05-16 23:59:59.999,ETH,1d,3649.01,3581.39,3882.76,3348.0,0.0,0
2021-05-17,2021-05-17 23:59:59.999,ETH,1d,3581.39,3283.58,3587.0,3125.0,0.0,0
2021-05-18,2021-05-18 23:59:59.999,ETH,1d,3283.23,3376.35,3570.27,3240.06,0.0,0
2021-05-19,2021-05-19 23:59:59.999,ETH,1d,3377.03,2442.98,3446.24,1400.73,0.0,0
2021-05-20,2021-05-20 23:59:59.999,ETH,1d,2444.02,2768.42,2990.85,2150.0,0.0,0
2021-05-21,2021-05-21 23:59:59.999,ETH,1d,2768.42,2431.01,2940.0,2097.99,0.0,0
2021-05-22,2021-05-22 23:59:59.999,ETH,1d,2431.24,2295.15,2489.65,2151.63,0.0,0
2021-05-23,2021-05-23 23:59:59.999,ETH,1d,2295.46,2096.63,2383.41,1728.85,0.0,0
2021-05-24,2021-05-24 23:59:59.999,ETH,1d,2096.62,2649.27,2675.0,2079.0,0.0,0
2021-05-25,2021-05-25 23:59:59.999,ETH,1d,2649.49,2706.83,2750.0,2380.6,0.0,0
2021-05-26,2021-05-26 23:59:59.999,ETH,1d,2706.82,2884.27,2913.0,2642.87,0.0,0
2021-05-27,2021-05-27 23:59:59.999,ETH,1d,2884.16,2742.77,2893.03,2634.0,0.0,0
2021-05-28,2021-05-28 23:59:59.999,ETH,1d,2742.77,2411.66,2763.57,2324.48,0.0,0
2021-05-29,2021-05-29 23:59:59.999,ETH,1d,2411.65,2277.99,2577.04,2208.04,0.0,0
2021-05-30,2021-05-30 23:59:59.999,ETH,1d,2277.99,2386.11,2476.83,2179.13,0.0,0
2021-05-31,2021-05-31 23:59:59.999,ETH,1d,2386.11,2706.33,2721.51,2271.46,0.0,0
2021-06-01,2021-06-01 23:59:59.999,ETH,1d,2706.46,2634.63,2741.45,2523.82,0.0,0
2021-06-02,2021-06-02 23:59:59.999,ETH,1d,2634.61,2707.22,2804.04,2551.03,0.0,0
2021-06-03,2021-06-03 23:59:59.999,ETH,1d,2707.03,2858.34,2892.23,2662.0,0.0,0
2021-06-04,2021-06-04 23:59:59.999,ETH,1d,2858.34,2689.21,2861.53,2540.61,0.0,0
2021-06-05,2021-06-05 23:59:59.999,ETH,1d,2689.41,2627.45,2817.43,2550.77,0.0,0
2021-06-06,2021-06-06 23:59:59.999,ETH,1d,2627.44,2711.4,2744.0,2613.11,0.0,0
2021-06-07,2021-06-07 23:59:59.999,ETH,1d,2711.3,2592.96,2849.65,2569.3,0.0,0
2021-06-08,2021-06-08 23:59:59.999,ETH,1d,2592.51,2506.19,2621.27,2305.5,0.0,0
2021-06-09,2021-06-09 23:59:59.999,ETH,1d,2506.13,2610.2,2627.38,2404.01,0.0,0
2021-06-10,2021-06-10 23:59:59.999,ETH,1d,2610.2,2471.11,2624.79,2423.36,0.0,0
